CS	ACO2	IDH3	OGDH	SUCL	SDH	FH	MDH2	CI	OX
0.1943539270277635	0.0006621701137889992	0.02694896696417135	0.008063697703856022	0.00016355214513391644	0.0018749845611568438	0.0007016468411757049	0.0009257476189383664	0.10056852106006527	0.6657614346572464
0.13872558057930146	0.0013033334192698164	0.027684184433607716	0.02091017484489174	0.00010428906388195835	0.0009075294181526713	0.00025205935969142373	0.0015284966748806835	0.15959909145829088	0.6490222251263794
0.10690554181785915	0.0008299572990409951	0.01409794599255955	0.013138116367458867	0.00012981443140210253	0.0007333490365070922	0.00022575376794922256	0.00037738508861368154	0.08849617027141446	0.7750891290531502
0.08648416729360874	0.0008851032643777558	0.023163718287653876	0.04082000675958806	4.697058462251126e-05	0.0008159398496676665	0.00019621141403359133	0.0004596632583934797	0.20184748037268382	0.645318528342822
0.18942723248349247	0.0008533938535921898	0.011240317340177487	0.011298443402139516	5.0420565480803325e-05	0.0013940809886751344	0.00038287205110867147	0.0006009064195395574	0.046756617734711174	0.738012592058977
0.20814692083768707	0.004387329027322312	0.00707893151672916	0.006389765923289421	0.00022599553313576762	0.0005428589971044022	0.0004054967616747887	0.0010443237862853983	0.12090437501781315	0.6509001057325778
0.17662648039095857	0.0010708830392125678	0.034937259681555824	0.03349840138635629	0.00019739116177434665	0.0024470317185745914	0.00046463274547884996	0.0015277211370868567	0.18773407440365655	0.5615334965328883
0.16148767749933976	0.0013159448247480443	0.013019055396355384	0.013518991269605768	0.00011689528656778804	0.000603102868684188	0.00037500271305322013	0.0006795168416882508	0.2535090902856183	0.555423572833985
0.11571905643896878	0.002031058756499612	0.022442746752821076	0.006500444559529241	0.00011430002973019869	0.0005990809276173255	0.00023438983923516012	0.00044839353914936366	0.10617993454543447	0.7457561214697874
0.0665591654868012	0.0007454712179899402	0.015194622038807157	0.023533737830989845	5.1579925243769644e-05	0.0007424218688602315	0.0001473565143937982	0.0008014603495671503	0.08127927192399678	0.8109666894443013
0.17826762567158894	0.0012165419883077627	0.012427440254853832	0.012013352526119804	9.644401442066024e-05	0.001915482461932124	0.0003029213295702379	0.0005730775362023241	0.11095545666128902	0.6822580176710638
0.1710668847679873	0.0004979057423273508	0.01743942432034151	0.005859993208114137	9.712562340563125e-05	0.0012921698378499267	0.00023244131756439102	0.0004585565559633647	0.06848272551679727	0.7345931278627187
0.25727214016816224	0.0014375871497186168	0.011915477425993085	0.004452105276910256	0.00022246066435725758	0.000996073070236435	0.0004397493230392275	0.000808443099353714	0.19072597304997982	0.5317612336718752
0.0822230102772195	0.0007548990366403844	0.015185762617411995	0.011752077713340353	6.330580682174896e-05	0.0006855663881714871	0.00017030665654010663	0.0003965225570150225	0.10142624958565435	0.7873686195941
0.13134714149914842	0.0013090911191316588	0.01715222617585719	0.007545994059397459	8.833633554743084e-05	0.0022852550412136565	0.0004627042501871826	0.0004938375338919017	0.08349342265244364	0.7558445502665868
0.10306392733891422	0.0022180412248660403	0.03151740879043349	0.00789275139574648	6.402672730482213e-05	0.0020365392587444607	0.0006331078282756907	0.000795387368800104	0.06842414420152168	0.7833757071564625
0.22934027944872773	0.0003057760742264717	0.015108145887107231	0.009916944078158319	8.991276967101077e-05	0.0012358849546275196	0.0003830218547914908	0.0007046819739960129	0.12630359869685504	0.6166379244446766
0.2140876755027929	0.0011889243702275865	0.008509510288416696	0.005652762828788379	0.00010804995756306451	0.0012223021898960793	0.0007003141605152139	0.000541347961485609	0.09748028749822259	0.6705317082526727
0.11532606300079024	0.0010186704150392067	0.009493968115560181	0.010773675967123978	7.467859428126572e-05	0.0012263819321317638	0.00036236523853111756	0.0008601928738212152	0.04413688083400461	0.8167431128408782
0.14129146519304267	0.0017025520688425653	0.021697781144039724	0.02013059494844273	0.00018955663821980723	0.0016458474157945086	0.0005843749477710023	0.0011197847706395183	0.15196666759856986	0.65970670255056
0.11794317548852108	0.000826374453951258	0.03054289061583991	0.016434236244249792	0.00017348384164675567	0.0013223207960726968	0.00040305942290291667	0.00142101593674336	0.06448521805303284	0.7664699501519844
0.09403921510466999	0.0006523432931408397	0.018794697249276432	0.019158938570573485	6.17601939598974e-05	0.0014890890480139523	0.00039237738803141897	0.0013112271039155386	0.07960138334838959	0.784521648660729
0.14640865305175402	0.0019760712540967634	0.01958422217731533	0.015818955055250966	7.797088367390827e-05	0.0014887104907023276	0.00038816967114545876	0.0003759582954418546	0.1016781217760434	0.712230765016805
0.14670707859014018	0.0003997274154398491	0.010122375925174738	0.020775003680488232	9.827409827208867e-05	0.0016407479754409371	0.00023243728043955428	0.0011586349887500343	0.07320188637994429	0.7456848103861963
0.08504284996810133	0.000678267117102189	0.014581986581419674	0.006644036731837638	4.454951963447819e-05	0.0008162739302741374	0.0005007186966399418	0.0004416699173812585	0.024738176161590394	0.866523041807481
0.12537789497648136	0.0010266571409000647	0.0146003052842591	0.02532063503566352	4.023860417507527e-05	0.0009104538327543892	0.0003176914792673818	0.0006919525198741525	0.2633683083633739	0.5683927738239799
0.05435628360829155	0.00031213678124832793	0.005736950480292343	0.005205011421641557	4.157159263463928e-05	0.0004048351449862087	0.0003216579848052948	0.00022040940145417516	0.030459082546105024	0.9029523182066068
0.12249442192199068	0.00047159137152278193	0.013982404098127146	0.005622681435831653	0.00010596921832200119	0.0009353254173582339	0.0003146839210697146	0.0012184122611372185	0.15596001156477904	0.6989310278361291
0.060422648697344726	0.0012167532917441168	0.021715454549314405	0.0371596585389196	9.630990990049984e-05	0.0005060651663268877	0.00015649622227650577	0.0003994374362401491	0.09365345251565309	0.7846974659265931
