molecule_chembl_id,pAffinity,n_meas,std_smiles,scaffold,mw,assay_group,types,n_assays,inter_assay_range
CHEMBL1076939,8.41,1,COc1cc(-n2cc(-c3cccc(NC(=O)CCCCCCC(=O)NO)c3)nn2)ccc1F,c1ccc(-c2cn(-c3ccccc3)nn2)cc1,455.4900000000002,binding,IC50,1,0.0
CHEMBL1080580,7.39,1,Cc1ccc(NC(=O)c2ccc(C=CC(=O)NO)cc2)cc1Nc1nc(-c2cccnc2)cs1,O=C(Nc1cccc(Nc2nc(-c3cccnc3)cs2)c1)c1ccccc1,471.54200000000014,binding,IC50,1,0.0
CHEMBL1083086,7.805,2,O=C(CCCCCNC(=O)NC(=O)c1ccc(Br)cc1)NO,c1ccccc1,372.219,binding,Ki,2,0.5899999999999999
CHEMBL1083439,8.15,1,O=C(CCCCCNC(=O)NC(=O)c1ccccc1)NO,c1ccccc1,293.32300000000004,binding,Ki,1,0.0
CHEMBL1088734,8.54,1,O=C(CCCCCCC(=O)Nc1cccc(-c2cn(-c3ccc(C(F)(F)F)cc3)nn2)c1)NO,c1ccc(-c2cn(-c3ccccc3)nn2)cc1,475.4710000000001,binding,IC50,1,0.0
CHEMBL1088735,8.12,1,O=C(CCCCCCC(=O)Nc1cccc(-c2cn(Cc3ccc(O)cc3)nn2)c1)NO,c1ccc(Cn2cc(-c3ccccc3)nn2)cc1,437.50000000000017,binding,IC50,1,0.0
CHEMBL1088736,8.72,1,O=C(CCCCCCC(=O)Nc1cccc(-c2cn(-c3cc(CO)cc(CO)c3)nn2)c1)NO,c1ccc(-c2cn(-c3ccccc3)nn2)cc1,467.52600000000024,binding,IC50,1,0.0
CHEMBL1089495,8.22,1,O=C(CCCCCCC(=O)Nc1cccc(C(F)(F)F)c1)NO,c1ccccc1,332.322,binding,IC50,1,0.0
CHEMBL1091474,8.08,1,O=C(CCCCCCC(=O)Nc1cccc(-c2cn(-c3ccc(F)cc3)nn2)c1)NO,c1ccc(-c2cn(-c3ccccc3)nn2)cc1,425.4640000000001,binding,IC50,1,0.0
CHEMBL1091475,8.66,1,O=C(CCCCCCC(=O)Nc1cccc(-c2cn(-c3ccc(I)cc3)nn2)c1)NO,c1ccc(-c2cn(-c3ccccc3)nn2)cc1,533.3700000000002,binding,IC50,1,0.0
CHEMBL1091815,8.77,1,O=C(CCCCCCC(=O)Nc1cccc(-c2cn(-c3cc(F)cc(F)c3)nn2)c1)NO,c1ccc(-c2cn(-c3ccccc3)nn2)cc1,443.4540000000001,binding,IC50,1,0.0
CHEMBL1093033,6.93,1,CC(C)(C)c1[nH]c2ccccc2c1C1CCCN(Cc2ccc(C=CC(=O)NO)cc2F)C1,c1ccc(CN2CCCC(c3c[nH]c4ccccc34)C2)cc1,449.5700000000001,binding,IC50,1,0.0
CHEMBL1093335,6.96,1,CC(C)(C)c1[nH]c2ccccc2c1C1CCCN(Cc2ccc(C=CC(=O)NO)cc2F)C1,c1ccc(CN2CCCC(c3c[nH]c4ccccc34)C2)cc1,449.5700000000001,binding,IC50,1,0.0
CHEMBL1094077,7.0,1,CCN1CCCC(n2c(-c3cccc(C=CC(=O)NO)c3)nc(Cc3ccccc3)c2C)C1,c1ccc(Cc2cn(C3CCCNC3)c(-c3ccccc3)n2)cc1,444.57900000000024,binding,IC50,1,0.0
CHEMBL1094085,7.3,1,O=C(C=Cc1cccc(-c2nc3ccccc3n2-c2ccccc2)c1)NO,c1ccc(-c2nc3ccccc3n2-c2ccccc2)cc1,355.397,binding,IC50,1,0.0
CHEMBL1094094,7.2,1,Cc1nc(Cc2ccccc2)n(CCc2ccccc2)c1-c1cccc(C=CC(=O)NO)c1,c1ccc(CCn2c(-c3ccccc3)cnc2Cc2ccccc2)cc1,437.5430000000001,binding,IC50,1,0.0
CHEMBL1094152,7.6,1,O=C(C=Cc1cccc(-c2nc3ccccc3n2C2CCCNC2)c1)NO,c1ccc(-c2nc3ccccc3n2C2CCCNC2)cc1,362.43300000000016,binding,IC50,1,0.0
CHEMBL1094158,7.1,1,CN1CCCC(n2c(-c3cccc(C=CC(=O)NO)c3)nc3ccccc32)C1,c1ccc(-c2nc3ccccc3n2C2CCCNC2)cc1,376.46000000000015,binding,IC50,1,0.0
CHEMBL1094159,7.0,1,CN1CCCC(n2c(-c3cccc(C=CC(=O)NO)c3)nc3ccccc32)C1,c1ccc(-c2nc3ccccc3n2C2CCCNC2)cc1,376.46000000000015,binding,IC50,1,0.0
