run,design_id,ipsae_min,ipsae_max,ipsae_binder_to_target,ipsae_target_to_binder,pdockq,pdockq2,lis,n0res_min,iptm,min_interaction_pae,structure_confidence,binding_confidence,complex_plddt,helix_fraction,sheet_fraction
siteII_v2,pres_fiSIJhLQD37N5sgau1fF,0.867178,0.884321,0.867178,0.884321,0.0183,0.0073,0.7093,85,0.9744391441345215,0.5936498641967773,0.7777184247970581,0.7485314042526716,0.9194793105125427,0.8470588326454163,0
siteII_v2,pres_1tUGgM6xKzYEbJ3bRTxx,0.853172,0.878802,0.878802,0.853172,0.0183,0.0073,0.6886,81,0.9750155806541443,0.5151147842407227,0.7549968361854553,0.7545961077281668,0.8884774446487427,0.7160493731498718,0
siteII_v2,pres_IfrJjarcnYIWz6YwBawu,0.826864,0.831528,0.831528,0.826864,0.0183,0.0073,0.6996,85,0.9586659669876099,0.7890305519104004,0.7820114493370056,0.7145757432940001,0.8878448009490967,0.8470588326454163,0
siteII_v2,pres_Pc2HpOt6it5MXPQTGfay,0.824048,0.840472,0.840472,0.824048,0.0183,0.0073,0.7193,56,0.9564740061759949,0.8107200860977173,0.7824534177780151,0.66824757999216,0.8885963559150696,0.7321428656578064,0
siteII_v2,pres_PNKrZrMWyOG50oFVLYVP,0.823932,0.831692,0.831692,0.823932,0.0183,0.0073,0.7194,56,0.9634963870048523,0.6629621982574463,0.638471245765686,0.6898513446718649,0.8790740966796875,0.785714328289032,0
siteII_v2,pres_Uri7SMqP1fTRXZrtHSIy,0.822102,0.832073,0.832073,0.822102,0.0183,0.0073,0.699,61,0.9656360149383545,0.714431643486023,0.7343264222145081,0.7279978162835241,0.8945385217666626,0.8032786250114441,0
siteII_v2,pres_2KjlnCrFbDIqgoPpN2Hp,0.793112,0.826976,0.826976,0.793112,0.0183,0.0073,0.7074,62,0.9450072646141052,0.9455865621566772,0.6406892538070679,0.7324441629663171,0.8847388625144958,0.8064515590667725,0
siteII_v2,pres_HPEK6neuYW3HKwI8tRiD,0.780403,0.807301,0.807301,0.780403,0.0183,0.0073,0.6961,61,0.9552462100982666,0.9487868547439575,0.7846773266792297,0.6974395652081599,0.9013941287994385,0.8852458596229553,0
siteII_v2,pres_MLGtBF5PK5FWWuweNbQK,0.779893,0.797025,0.797025,0.779893,0.0183,0.0073,0.6948,59,0.9683369994163513,0.6622048616409302,0.7696306705474854,0.7337329285721749,0.875095546245575,0.7966101765632629,0
siteII_v2,pres_t8ObvNTPrdZ9cUjxkJfd,0.771233,0.804577,0.804577,0.771233,0.0183,0.0073,0.7084,61,0.9631549119949341,0.8846925497055054,0.8171389698982239,0.6816118952271484,0.8876829743385315,0.8032786250114441,0
siteII_v2,pres_UzAEW0TN2BXXVL9pWHjn,0.736554,0.822539,0.822539,0.736554,0.0183,0.0073,0.7028,77,0.9015265703201294,1.68122398853302,0.6048781275749207,0.0003475525473270986,0.8837940692901611,0.2467532455921173,0.33766233921051025
siteII_v2,pres_FrgEulhHANyBBCkPDb7i,0.736311,0.784443,0.784443,0.736311,0.0183,0.0073,0.6401,79,0.9265709519386292,0.9722465872764587,0.6513649821281433,0.51370994431628,0.8630878329277039,0.7088607549667358,0
siteII_v2,pres_BvyP37bJLvhqWAjtYuBb,0.686208,0.746025,0.746025,0.686208,0.0183,0.0073,0.649,83,0.9556912779808044,0.9754546880722046,0.7973194122314453,0.3927052332329374,0.8976376056671143,0.8313252925872803,0
siteII_v2,pres_Xidh5PXSboX9Fj3FcPPV,0.679197,0.785959,0.785959,0.679197,0.0183,0.0073,0.6762,55,0.9374179244041443,0.9791416525840759,0.6203207969665527,0.015531523833465422,0.8687689304351807,0.7454545497894287,0
siteII_v2,pres_U8AFZpRT8yDrKKCfhitI,0.675094,0.747576,0.747576,0.675094,0.0183,0.0073,0.655,78,0.9282985329627991,1.3407959938049316,0.7434337735176086,0.5747921775459026,0.8848257064819336,0.8205128312110901,0
siteII_v2,pres_f11CKTujgCyG0BczehCe,0.652036,0.671528,0.671528,0.652036,0.0183,0.0073,0.6562,77,0.9192879796028137,1.4136954545974731,0.5684642791748047,4.161956894677132e-06,0.7651029825210571,0.701298713684082,0
siteII_v2,pres_thMhkcxvWQJHXFwGppiq,0.626672,0.76063,0.76063,0.626672,0.0183,0.0073,0.6628,62,0.9013156890869141,1.617008090019226,0.7074541449546814,0.0440367728471756,0.8832923173904419,0.8387096524238586,0
siteII_v2,pres_lAzRFluutqQgqYqIYdqv,0.623472,0.749135,0.749135,0.623472,0.0183,0.0073,0.6539,61,0.9309382438659668,1.4239833354949951,0.7619069218635559,0.5435766169376155,0.8744814395904541,0.8360655307769775,0
siteII_v2,pres_xNxoZDxTBdUuBG6tZbIc,0.608233,0.73126,0.73126,0.608233,0.0183,0.0073,0.5995,78,0.9275053143501282,1.1646279096603394,0.5770223736763,0.5893065616822553,0.8769959211349487,0.884615421295166,0
siteII_v2,pres_dCDDJmLex4YwHhrOHIes,0.601098,0.663372,0.663372,0.601098,0.0183,0.0073,0.5981,85,0.9476329684257507,1.010435700416565,0.7310705780982971,0.6055200936587409,0.8815224170684814,0.8352941274642944,0
siteII_v2,pres_sygeqIbNAO8qbhpB5V97,0.595112,0.658561,0.658561,0.595112,0.0183,0.0073,0.5762,85,0.904195249080658,1.520159363746643,0.7053754329681396,6.48976827505976e-05,0.8983340859413147,0.11764705926179886,0.5647059082984924
siteII_v2,pres_c7uhEtIbZgHcJb0JT4i6,0.590882,0.750277,0.750277,0.590882,0.0183,0.0073,0.6352,56,0.9184994697570801,1.2568883895874023,0.6662017107009888,0.6729733488029964,0.8841900825500488,0.8392857313156128,0
siteII_v2,pres_bZUACU70kiXKgGvbwNQn,0.570556,0.749781,0.749781,0.570556,0.0183,0.0073,0.6754,62,0.9226090908050537,1.4599716663360596,0.7704584002494812,0.3824911551361077,0.9190006852149963,0.8064515590667725,0
siteII_v2,pres_FhaFFeE3Wzo3PYdjmVCW,0.57017,0.748816,0.748816,0.57017,0.0183,0.0073,0.6673,62,0.91774982213974,1.3514602184295654,0.740025520324707,6.490828673122451e-06,0.8563933968544006,0.8225806355476379,0
siteII_v2,pres_UrLqxN3Sc3B4aX5tcMio,0.561665,0.687222,0.687222,0.561665,0.0183,0.0073,0.5933,70,0.8888185024261475,1.7109239101409912,0.5333072543144226,0.36097128525400657,0.8732805848121643,0.8571428656578064,0
siteII_v2,pres_0lrfO1o9iL5gw0RGjztG,0.543227,0.716389,0.716389,0.543227,0.0183,0.0073,0.641,56,0.9435030817985535,1.027317762374878,0.7423380017280579,0.5551585213841067,0.886375367641449,0.8392857313156128,0
siteII_v2,pres_g0TcoylFNgIqFp6B0JEq,0.541731,0.724783,0.724783,0.541731,0.0183,0.0073,0.6227,55,0.9352751970291138,1.166572093963623,0.7887687683105469,0.5992802332063533,0.8899881839752197,0.8181818127632141,0
siteII_v2,pres_jZfP0ajTTRPID37KNwor,0.533959,0.682556,0.682556,0.533959,0.0183,0.0073,0.5932,81,0.8907279372215271,1.7428135871887207,0.5056984424591064,0.4836849701951337,0.8868919014930725,0.790123462677002,0
siteII_v2,pres_dOPzIK4eZOFXI1T86PIt,0.508128,0.71316,0.71316,0.508128,0.0183,0.0073,0.597,83,0.8864534497261047,2.105464458465576,0.6502093076705933,0.01985286849979695,0.8956063985824585,0.8072288632392883,0
siteII_v2,pres_wtVAa6tjiV77gSsbbal1,0.501356,0.795531,0.795531,0.501356,0.0183,0.0073,0.6054,62,0.9320442080497742,0.8839888572692871,0.13406509160995483,4.736430128104985e-06,0.8287016153335571,0.9032257795333862,0
